objid,inventorynr,inventorynr_sorted,originaltitle,title_de,title_en,production_date,in_exhibition,material_de,material_en,measurement_height,measurement_width,measurement_depth,measurement_unit,description_de,description_en,creditline,acquiry_date,exploitation_rights,default_image,tags
3840,G 256/0,G 00256/000,Long Lost Ribbons,,,1979,no,Gouache auf Papier,Gouache on paper,75.0,55.0,,cm,,,erworben/acquired in,1980,"The Dogançay Museum, Istanbul",https://www.mumok.at/imageobject.php?objid=3840,
8246,G 789/0,G 00789/000,Bühne,,Stage,ohne Jahr/undated,no,Gouache auf Papier,Gouache on paper,26.0,18.0,,cm,,,"ehemals Sammlung Paul Kövesdi, New York/Former Paul Kövesdi Collection, New York erworben/acquired in",1993,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=8246,Tiere
8884,G 922/0,G 00922/000,Drei Partituren zum O.M. Theater,,Three Scores for O.M. Theater,ohne Jahr/undated,no,"Filzstift, Kugelschreiber auf Millimeterpapier","Felt pen, ball pen on millimeter paper",58.0,42.0,,cm,,,erworben/acquired in,2000,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=8884,
14070,MB 80/0,MB 00080/000,Ohne Titel (CH 11/2010),,Untitled (CH 11/2010),2010,no,Acryl auf Leinwand,Acrylic on canvas,190.0,160.0,,cm,,,Schenkung des Künstlers/donation of the artist,2013,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=14070,
5840,P 504/0,P 00504/000,Hülle,,Shell,1993,no,"Gips, Papier, Ton","Plaster, paper, clay",192.0,305.0,,cm,,,erworben/acquired in,1998,Georgia Creimer,https://www.mumok.at/imageobject.php?objid=5840,
14068,B 1029/0,B 01029/000,Ohne Titel (CH 13/2010),,Untitled (CH 13/2010),2010,no,Acryl auf Leinwand,Acrylic on canvas,190.0,160.0,,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2013,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=14068,Neuzugänge 2013
14071,MB 81/0,MB 00081/000,Ohne Titel (CH 12/2010),,Untitled (CH 12/2010),2010,no,Acryl auf Leinwand,Acrylic on canvas,190.0,160.0,2.8,cm,,,Schenkung des Künstlers/donation of the artist,2013,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=14071,
13722,MP 44/0,MP 00044/000,Flügelaltar 96%,,Winged Altar 96%,1991,no,"Siebdruck auf Folie, aufgezogen auf der Innenseite eines Holzflügelkastens, 5 Keramikflaschen, 1 Glasboard","Silkscreen on foil, mounted on the inside of a wooden wing box, 5 ceramic bottles, 1 glass board",93.0,94.0,9.5,cm,,,Schenkung/donation,2014,Galerie Christian Nagel Köln/Berlin,https://www.mumok.at/imageobject.php?objid=13722,Neuzugänge 2014
14167,MP 58/0,MP 00058/000,"Fantastischer Sozialismus, I",,,2013,no,Installation,Installation,129.0,129.0,140.0,cm,"Je subtiler, desto schärfer: Verena Dengler ist eine Meisterin pointierter Anspielungen. Bilder, Skulpturen, Textilien und Fundmaterialien fügt sie zu einem poetischen Kosmos, in dem Realität, Alltag und Banalität wie Sterne blinken und blitzen: Historische und politische Details verbinden sich mit Reflexionen der ökonomischen Bedingungen ihrer künstlerischen Existenz, kunsthistorische Genealogien mit Zitaten der Populärkultur. Dabei interessiert sich Denglerfür die Übergänge, an denen sich Massenphänomene mit feinen Geschmacksurteilen, naive Vorstellungen mit tiefsinniger Ironie verschwistern.Formales Bindeglied der Arbeiten sind sockelartige Elemente, die an biedere Bildungseinrichtungen ebenso denken lassen wie an schicke Design- und Werbedisplays. Dengler tapeziert die Sockel, sie lehnt Stickbilder dagegen und arrangiert auf und um sie herum verschiedene Kunstwerke. „Es geht mir darum“, so Dengler, „die Zeit und die Intensität von kleinformatigen Dingen hervorzuheben und zu versuchen, eine Struktur zu bauen, die deren Eigenheitenschützt.“Dengler analysiert in der für das mumok entwickelten Ausstellung die spezifisch österreichischen, meist sozialdemokratisch geprägten Bedingungen und Fördersysteme bildender Kunst. Auf dem Nährboden einer seit den 1970er-Jahren staatlich fi nanzierten Liaison zwischen avancierter Hochkunst und sozialem Engagement konnten sich hier künstlerische Positionen und ganze Kunstrichtungen entwickeln, die sich in einem internationalen Marktgeschehen kaum hätten behaupten können. Es kam zu idiosynkratischen Lösungen und Anachronismen, deren Logik Dengler in ihrer Kunst nachgeht. Es geht ihr jedoch keineswegs darum, sich über vermeintliche Provinzialismen lustig zu machen. Vielmehr sucht sie nach dem Umschlagpunkt, an dem aus der Rückständigkeit regionaler Eigenheiten internationale Markenzeichen werden und umgekehrt.So spielt der Titel Fantastischer Sozialismus nicht zuletzt auf die Phantastischen Realisten an, eine Künstlergruppe, die mit Darstellungen nackter Frauen in psychedelischen Landschaften und düreresker Jünglinge große Popularität erlangt hat. Sie gehören ebenso zum festen Bestand der österreichischen Kunstlandschaft wie die charakteristischen grünen Kringel der Gmundner Keramik, die ihrerseits an psychedelisch-aktionistische Malerei erinnern. Verstaubte Slogans, abseitige und abgegriffene Ausdrucksmittel lässt Dengler mit aktuellen Entwicklungen kollidieren. Das, was jeweils als zeitgenössisch gilt, büßt durch diesen künstlerischen Eingriff seine Selbstverständlichkeit ein. „Meine Installation für das mumok ist wie eine (Alb-)Traumlandschaft, in der Elemente aus meiner Wiener Jugend und aus heutigen Klischees auftauchen und mit der weniger bekannten österreichischen Arbeiterkultur konfrontiert werden.“Wie eine Flaneurin durchstreift Dengler in ihrer Kunst verschiedene gesellschaftliche Sphären und ästhetische Codes und artikuliert prägnant die gelebten Widersprüche zwischen Österreichnostalgie und avancierter Hochkunst, Beamtenmentalität und subjektiver Exzentrik. Malerische Spuren, Sprache und handwerkliche Techniken gehen dabei ganz unterschiedliche Konstellationen ein – das gilt sowohl für das Zeichenvokabular der Einzelwerke wie auch für deren Kombination innerhalb der Ausstellungsinstallation","The subtler, the sharper: Verena Dengler is an expert in pointed allusions. She combines pictures, sculptures, textiles, and found materials to form a poetic cosmos, in which reality, everyday life, and banality twinkle and shine out like stars. Historical and political details are linked with refl exes to the economic conditions of the artist’s own subsistence, and arthistorical genealogies with quotations from pop culture. Dengler is interested in the moments of transition, when mass phenomena meld with the fi nest judgments of taste, and naivety with a deep sense of irony.The formal unity of these works is established by their plinth-like elements, reminiscent of both educational establishments and chic design and advertising displays. Dengler wallpapers these plinths; she leans embroidered pictures against them; and arranges various artworks around them. “What I want,” Dengler says, “is to emphasize the time and the intensity of these small objects, and to attempt to build a structure that protects their idiosyncrasies.” In this works Dengler analyzes specifically Austrian conditions and systems for the promotion of the fi ne art, with their primarily social democratic roots. Since the 1970s, a state-fi nanced liaison between advanced and contemporary high art and social commitment provided the fruitful ground for artistic positions and even entire art movements that would have found it almost impossible to compete in any international market environment. This led to idiosyncratic solutions and anachronisms, the logic of which Dengler explores in her art. Her aim is not, however, to just joke at what seem to be provincial positions. Rather, she searches for the moment of transfer, when the backwardness of regional idiosyncrasies can turn into an international trademark—or the other way around. The exhibition title, Fantastic Socialism, refers not least to the fantastic realists, a group of artists who gained great popularity with representations of naked women in psychedelic landscapes and Dürer-like youths. They are just as firm an element in Austria’s art landscape as the characteristic green rings of Gmundner tableware, which in turn are reminiscent of psychedelic action painting. Dengler makes old and obsolete slogans and out-of-the-way hackneyed means of expression collide with very contemporary forms and developments. This artistic intervention means that whatever is seen as contemporary now appears less unequivocally so. “My installation for mumok is like a (nightmare) dream landscape, in which elements from my childhood in Vienna and from the clichés of today appear and are confronted with less wellknown Austrian labor culture.”Like a flaneur, in her art Dengler slides between various social spheres and aesthetic codes, and she pointedly articulates the lived contradictions between Austrian nostalgia and advanced high art, the stiff mentality of public offi ce and subjective eccentricity. Painterly traces, language, and craftsmanship all enter into different constellations—in both the idiom of signs in the individual works and their combinations within the exhibition installation.",Schenkung Galerie Meyer Kainer/donation by Galerie Galerie Meyer Kainer,2013,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=14167,
14664,MB 82/0,MB 00082/000,I 34,,,2013,no,Papier auf Leinwand,Paper on canvas,360.0,230.0,4.5,cm,,,Schenkung /donation,2013,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=14664,
14768,MP 69/0,MP 00069/000,The Personal Effects of Kim Dotcom,,,2013,no,110 Metallschilder,110 Labels,,,,,,,Schenkung Bâloise-Gruppe und Basler Versicherungen Österreich/donation by Bâloise-Gruppe and Basler Versicherungen Austria,2013,,https://www.mumok.at/imageobject.php?objid=14768,Neuzugänge 2013
17192,P 679/0,P 00679/000,Genitalpanik/Hose,,,1968 - 1969,no,"Original Mustang Jeans der Performance von 1968, 3 S/W Fotografien","Original Mustang Jeans of the performance 1968, 3 b/w photographs",167.0,87.0,6.0,cm,,,erworben mit Unterstützung der Gesellschaft der Freunde der bildenden Künste und des mumok Boards/acquired with support of the Society of the Friends of Fine Arts Vienna and mumok Board,2013,"VALIE EXPORT/Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=17192,"Hose, Genitalpanik, Geschlecht, Öffnung, Fotografie, Collage, Präsentation, Aktion"
14048,G 1324/0,G 01324/000,Ohne Titel,,Untitled,2011,no,Acryl auf Papier,Acrylic on paper,69.8,49.8,,cm,,,erworben/acquired in,2013,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=14048,
12757,G 1308/0,G 01308/000,Amerika in Farbe,,,2011,no,"Ilfochromes Foto, vergrößert von einem Kodachrome Film der am 30.12.2010 bei Dwayne's Photo entwickelt wurde, dem letzten Kodachrome Labor das mit diesem Tag die Entwicklung der Filme einstellte","Ilfochrome Color Photograph, enlarged from a Kodachrome film, developed on 12/30/2010 at Dwayne's Photo, the last Kodachrome lab that stopped developing films on this day",,,,,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2011,Christian Mayer,https://www.mumok.at/imageobject.php?objid=12757,"Tapete, Amerika, Kolonialisierung, Kodak, Fantasie, Romantik, Landschaft, Fake"
561,D 31/0,D 00031/000,"Leben mit Pop-eine Demonstration für den kapitalistischen Realismus, Ausstellung im Möbelhaus Berges Düsseldorf, 1963, Die Fassade des Möbelhauses Berges",,"Leben mit Pop-eine Demonstration für den kapitalistischen Realismus, Exhibition in the Furniture Store Berges Dusseldorf, 1963, The Facade of the Furniture Store Berges",1963 (2004),no,S/W Fotografie,b/w photograph,28.0,42.0,,cm,,,Schenkung des Künstlers/donation of the artist,2004,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=561,
581,D 32/0,D 00032/000,"Leben mit Pop-eine Demonstration für den kapitalistischen Realismus, Ausstellung im Möbelhaus Berges Düsseldorf, 1963, Warteraum mit der Pappmachefigur des Galeristen Schmela",,"Leben mit Pop-eine Demonstration für den kapitalistischen Realismus, Exhibition in the Furniture Store Berges Dusseldorf, 1963, Waiting Room with the Pappmachefigur of the gallerist Schmela",1963 (2004),no,S/W Fotografie,b/w photograph,28.0,42.0,,cm,,,Schenkung des Künstlers/donation of the artist,2004,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=581,
98,D 6/0,D 00006/000,"Leben mit Pop - eine Demonstration für den kapitalistischen Realismus, Ausstellung im Möbelhaus Berges, Düsseldorf, 1963, Konrad Lueg und Gerhard Richter",,"Leben mit Pop - eine Demonstration für den kapitalistischen Realismus, Exhibition in the Furniture Store Berges, Dusseldorf, 1963, Konrad Lueg and Gerhard Richter",1963 (2004),no,S/W Fotografie,b/w photograph,28.0,42.0,,cm,,,Schenkung des Künstlers/donation of the artist,2004,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=98,
14447,L 633/0,L 00633/000,Bewegung,,Movement,1962,no,Öl auf Hartfaserplatte,Oil on fiberboard,91.0,124.5,5.5,cm,,,Leihgabe der Artothek des Bundes/On loan from the Artothek des Bundes seit/since,2013,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=14447,
21305,MP 80/0,MP 00080/000,Ball Grid Array,,,2014,no,"Holz, Stoff, Kupfernägel","Wood, cloth, copper nails",39.5,39.7,17.0,cm,,,Schenkung Helga und Peter Krobath (Krobath Wien/Berlin) und Jenni Tischer/donation by Helga and Peter Krobath (Krobath Wien/Berlin) and Jenni Tischer,2014,Jenni Tischer,https://www.mumok.at/imageobject.php?objid=21305,Neuzugänge 2014
21308,AV 246/0,AV 00246/000,Patchy at best (D/E),,,2014,no,"UV-Direktdruck auf Epoxidharz auf Leinwand, Flachbildschirm und 2 HD-Videos je 5 min 16 s","UV-Direct print on epoxy resin on canvas above Flatscreen, two videos 5 min 16 sec",159.0,105.0,23.5,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2014,Philipp Timischl,https://www.mumok.at/imageobject.php?objid=21308,Neuzugänge 2014
21627,MB 83/0,MB 00083/000,Ohne Titel,,Untitled,1986,no,Öl auf Leinwand,Oil on canvas,230.0,440.0,2.0,cm,,,Schenkung Peter Pakesch/donation by Peter Pakesch,2014,Franz Wanner,https://www.mumok.at/imageobject.php?objid=21627,Neuzugänge 2014
21676,G 1332/0,G 01332/000,Wenn ich würde,,If I were to,1978 - 1980,no,"6 S/W Fotografien aufgezogen auf Karton, Filzstift","6 b/w photographs mounted on cardboard, felt pen",25.3,15.5,0.2,cm,,,erworben/acquired in,2014,Ernst Caramelle,https://www.mumok.at/imageobject.php?objid=21676,Neuzugänge 2014
22451,MP 85/0,MP 00085/000,Österreich-Zimmer (mit einem Gasherd zur Erzeugung echt österreichischer Stimmung),,Austria Room (with a gas stove to create a true austrian atmosphere),1982,no,"Closed Circuit Videoinstallation, Raumensemble mit verschiedenen Materialien und Möbeln im Stil der 50er, 1 Videokamera, Monitor, weiße und rote Farbe, Fotografien der österreichischen Bundespräsidenten","Closed circuit video installation, room set with different materials and furniture in the style of the 50s, 1 video camera, monitor, white and red color, photographs of the Austrian Federal President",,,,cm,,,"Sammlung/Collection Dieter und Gertraud Bogner im/at the mumok, seit/since",2015,Peter Weibel,https://www.mumok.at/imageobject.php?objid=22451,Neuzugänge 2015
22453,P 690/0,P 00690/000,Blume,,Flower,2001,no,"Keramik, lackiert","Ceramic, lacquered",28.5,34.5,24.0,cm,,,erworben/acquired in,2015,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=22453,Neuzugänge 2015
22454,MP 86/0,MP 00086/000,"DARK CHICK, SOFT ROCKET, NO VOMIT",,,2014,no,"Mohair-Velours, Polyfill, Schaumstoff","Mohair velours, polyfill, foam",58.0,47.0,248.0,cm,,,Schenkung der Künstlerin/donation of the artist,2015,Cosima von Bonin,https://www.mumok.at/imageobject.php?objid=22454,Neuzugänge 2015
22532,G 1336/0,G 01336/000,Ohne Titel,,Untitled,2015,no,"Installation, Marker auf Zeitungen, Magazinseiten, Tape","Installation, Permanent marker on newspaper, magazine pages, tape",170.0,800.0,,cm,,,erworben mit Unterstützung der Gesellschaft der Freunde der bildenden Künste/acquired with support of the Society of the Friends of Fine Arts Vienna,2015,Dan Perjovschi,https://www.mumok.at/imageobject.php?objid=22532,Neuzugänge 2015
22633,G 1337/0,G 01337/000,Aus gegebenem Anlaß - 8.Jänner 1988 - Projekt Westbahnhof,,,1988,no,"Vintage, S/W Fotografie, Postkarte, Einladungskarte","Vintage, b/w photograph, postcard, invitation card",18.0,24.0,,cm,,,erworben/acquired in,2015,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=22633,Neuzugänge 2015
22681,MG 536/0,MG 00536/000,Europa(t)raum,,,1983,no,5 C-Prints,5 C-prints,50.5,76.8,,cm,,,"Sammlung/Collection Dieter und Gertraud Bogner im/at the mumok, seit/since",2015,Peter Weibel,https://www.mumok.at/imageobject.php?objid=22681,Neuzugänge 2015
23009,MAV 58/0,MAV 00058/000,Reduit (Redoubt),,,2014,no,"4k auf HD-Video, Farbe, Stereo-Ton, 13 min 55 s und ein Foto von Karl-Göran Persson gefunden in einem Gebäude 1981","4k on HD-video, color, sound, 13 min 55 sec and Photograph of Karl-Göran Persson found in the building in 1981",,,,,"In seinen Foto-, Film- und Videoarbeiten verbindet John Skoog historische und alltagsgeschichtliche Recherche mit einer poetischen und fiktionalen Atmosphäre, die in der filmischen und literarischen Tradition der skandinavischen Moderne gründet. Die Videoarbeit „Reduit (Redoubt)“ („Festung“, 2014) steht im Zentrum der Ausstellung und ist eingebettet in eine Rauminstallation. Sie handelt von einer Hütte in der Weite der südschwedischen Landschaft, die ihr bäuerlicher Besitzer Karl-Göran Persson aus Angst vor sowjetischen Angriffen in Folge des Kalten Krieges mit Sperrmüll in eine Festung und einen Zufluchtsort für sich und seine Nachbarn umbaute. Der Ausstellungstitel VÄRN („Abwehr“) zitiert das von Persson auf eine der Türen seines Hauses gemalte Wort, das im Ernstfall den Weg ins schützende Innere weisen sollte. Mitverantwortlich für Perssons exzentrisches Verhalten waren staatliche Broschüren, in denen die schwedische Regierung Ratschläge für den Fall einer Invasion ausgab. Darauf nimmt eine Grafikserie Bezug, während gebrauchte Wandelemente und der Teppich in Form des Grundrisses des Hauses die Verbindung zum Filmmotiv herstellen.","In his photography, films, and videos, John Skoog combines research into history and everyday life with a poetic and fictional atmosphere that is grounded in the film and literary traditions of Scandinavian modernism.The video work ""Reduit (Redoubt)"" (2014) is the centerpiece of the exhibition, embedded within an installation. In the sweeping south Swedish flatlands there is a small cottage that its peasant-farmer owner Karl-Göran Persson converted with trash materials into a fortress and refuge forhimself and his neighbors, by way of precaution in the event of a Russian invasion during theCold War. The exhibition title VÄRN cites the word that Persson painted on the outside of one the doors to his dwelling and that was intended to show his neighbors the way into the protective interior of the building in case of emergency. Persson’s eccentric behavior was at least partlytriggered by brochures distributed by the Swedish government, advising the population on the proper course of action in the case of Soviet invasion. A series of prints is based on this brochure, while the exhibition installation refers to the film by including used wall elements and a carpet denoting the floor plan of Persson’s house.","museum moderner kunst stiftung ludwig wien, MMK  Museum für Moderne Kunst Frankfurt am MainSchenkung Bâloise-Gruppe und Basler Versicherungen Österreich/donation by Bâloise-Gruppe and Basler Versicherungen Austria",2015,John Skoog,https://www.mumok.at/imageobject.php?objid=23009,"Schweden, Landschaft, Kalter Krieg, Dokumentation, Verteidigung, Architektur, Bau, Erzählung, Geschichte, Grenze, Neuzugänge 2015"
